part_number,quantity,material,procured_stock,length_mm,thickness_mm,bounds_local_mm,individual_export_guarded,status,notes
Y_LINK_SUPPORT_R,1,6061-T6 machined integral bracket,6061-T6 machined integral bracket,,,"[0.0, 0.0, -40.0, 103.1, 32.0, 6.35]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,103.1×32×6.35 horizontal flange with8×32×40 downstand. FourØ5.0 pilot holes cross downstand; tapM6×1 through8 mm. | TwoØ3.3 pilots on horizontal flange:tapM4×0.7 through. M4×12 clevis screws engage6 mm. FourM6×20 shoe screws engage7.3 mm.
8020_40-8080_1200,1,80/20 40-8080 aluminum purchased profile,80/20 40-8080 aluminum purchased profile,,,"[0.0, 0.0, 0.0, 1200.0, 80.0, 80.0]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,"Actual profile1200×80×80, eight slots at20/60 face offsets. Outer clearance envelope; cavities/T-slots omitted. | Manufacturer Ix=Iy171.6341 cm4, mass6.428 kg/m; do not use envelope volume for mass or inertia."
8020_40-3915_M8_TNUT,16,80/20 40-3915 M8×1.25 T-nut,80/20 40-3915 M8×1.25 T-nut,,,"[0.0, 0.0, 0.0, 22.0, 13.7, 5.9]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,"Manufacturer22×13.7×5.9 maximum rectangular envelope; body seating4.32 mm below profile face. | M8×16 projects11.3 mm:5.9 mm nut fully engaged,1.08 mm tail projection; nominal root clearance3.55 mm."
X_GUIDE_FACE,1,6061-T6 aluminum12.7,6061-T6 aluminum12.7,,12.7,"[0.0, 0.0, 0.0, 1200.0, 112.0, 12.7]",True,INTERFACE HOLD - INDIVIDUAL EXPORT GUARDED,M8 beam-slot attachment coordinates are defined; HGR20 factory holes must be transferred after the actual rail pattern is confirmed. | Face spansZ1143..1255; rails centeredZ1165/1225. Mill both rail seats coplanar0.03 before assembling.
PURCHASED_HGR20_1200,2,iMetrx steel guide rail,iMetrx steel guide rail,,,"[0.0, 0.0, 0.0, 1200.0, 20.0, 17.5]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,"Sourced section: width20, height17.5. Hole D9.5 counterbore8.5 deep, through6. | Factory hole pitch and end datum HOLD: drawing P40/E20 does not close on1500. No invented rail screw coordinates. | Cut Y rail to1420 using abrasive-rated process, deburr; verify usable factory end holes before final cut."
Z_CARRIER,1,6061-T6 aluminum12.7,6061-T6 aluminum12.7,,12.7,"[0.0, 0.0, 0.0, 260.0, 170.2, 12.7]",True,INTERFACE HOLD - INDIVIDUAL EXPORT GUARDED,16M5 connect four X guide blocks. Z module fixing holes are NOT invented: bottom slot coordinates/engagement and complete output-height drawing remain HOLD. | The Z module base mounting must be positively fastened before machining or commissioning. | Four additionalØ6.6 link-bridge mounting holes; matching flat coordinates included. | Four additionalØ6.6 link-bridge mounting holes; matching flat coordinates included. | Four additionalØ6.6 link-bridge mounting holes; matching flat coordinates included. | Four additionalØ6.6 link-bridge mounting holes; matching flat coordinates included.
PURCHASED_HMS40_800,1,KHMOS HMS40 drive-only module,KHMOS HMS40 drive-only module,,,"[0.0, 0.0, 0.0, 925.0, 42.0, 60.0]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,"Published body length S+125, end section42×60. Internal voids/rails not represented. | Selected screw lead10 mm. Assembly endpoint datum and base nut cavity require supplier confirmation."
HMS40_DRIVE_SHOE_19p05,1,6061-T6 aluminum 19.05,6061-T6 aluminum 19.05,,19.05,"[0.0, 0.0, 0.0, 65.0, 48.0, 19.05]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"4×Ø4.5 through, Ø8 counterbore17.05 deep. M4×10 seats on2 mm web,8 mm thread engagement. | Drive-only shoe; do not transfer router overturning moment through HMS40."
X_LINK_SUPPORT,1,6061-T6 machined integral bracket,6061-T6 machined integral bracket,,,"[0.0, 0.0, -30.0, 156.0, 120.8, 6.35]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"156 mm front flange narrows to36 mm at rear;120.8 projection,6.35 thick. Integral156×8×30 downstand. FourØ5 pilots cross downstand;tapM6×1 through8. | TwoØ3.3 upper pilots:tapM4×0.7 through6.35. Bridge transfers thrust to X carrier with4M6×20,7.3 mm engagement."
RATTMOTOR_ZBX80_100,1,RATTMMOTOR ZBX80 base envelope,RATTMMOTOR ZBX80 base envelope,,,"[0.0, 0.0, 0.0, 80.0, 20.0, 219.0]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,"Owner-supplied listing drawing (25 Sep 2026): body 219 long x 80 wide with 12 mm end blocks, 330 overall including the NEMA23 (57 sq) motor; matches this envelope. | Exact base-slot fastening interface remains HOLD; base fastening is measure-on-receipt."
ZBX80_END_BOTTOM,1,ZBX80 sourced endplate envelope,ZBX80 sourced endplate envelope,,,"[0.0, 0.0, 0.0, 80.0, 67.0, 12.0]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,
ZBX80_END_TOP,1,ZBX80 sourced endplate envelope,ZBX80 sourced endplate envelope,,,"[0.0, 0.0, 0.0, 80.0, 78.0, 12.0]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,
CANDIDATE_23HS30-5004D-B280,1,Purchased replacement brake motor clearance envelope; not mass solid,Purchased replacement brake motor clearance envelope; not mass solid,,,"[0.0, 0.0, 0.0, 57.0, 57.0, 116.5]",True,REPLACEMENT CANDIDATE - COUPLING/PILOT HOLD - INDIVIDUAL EXPORT GUARDED,"Candidate replacement, not an add-on to the original single-ended motor. Source: https://www.omc-stepperonline.com/nema-23-stepper-motor-2-0nm-283-22oz-in-with-24v-4-5w-electromagnetic-brake-23hs30-5004d-b280 | 57 x 57 x 116.5 body; shaft diameter8 x21 long, D-flat15. Body extends60.5 above the old56 envelope. | Two-phase1.8 degree, 5 A/phase, 2.0 N.m holding; brake power-off type, 2.8 N.m static,24 V/4.5 W. | Motor mount pilot, four mounting holes, shaft alignment/engagement and coupling bore remain unverified against ZBX80. Shaft and cables not silently included in this body solid. | Brake does not bypass coupling, ballscrew or attachment failure. Static rating is not an emergency-stop energy rating. | Brake must engage before driver torque is removed; release only after motor torque is established. Brake coil uses a separately rated24 V switched circuit, never a motor phase or logic pin."
ZBX80_UPPER_CLEARANCE,1,ZBX80 motor bracket/coupler clearance envelope,ZBX80 motor bracket/coupler clearance envelope,,,"[0.0, 0.0, 0.0, 80.0, 78.0, 55.0]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,"Original stock module overall envelope is 330 mm from Z1040 to1370. The optional 116.5 mm brake-motor body extends the current reserved overall envelope to390.5 mm, ending atZ1430.5. | This body reserves the coupling/bracket zone only. Actual motor pilot, shaft, coupling and connector projections are unverified and are not modeled as established hardware."
ZBX80_OUTPUT_INTERFACE_HOLD,1,ZBX80 partial sourced carriage envelope,ZBX80 partial sourced carriage envelope,,,"[0.0, 0.0, 0.0, 90.0, 35.0, 50.0]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,"Exact-ASIN top view gives a 90 x 50 output carriage. The 70 mm transverse dimension joins the smaller diameter5 fixing holes; it does not qualify the larger assembly bores as tool attachments. | Output height, along-travel fixing pitch, thread/depth and tool access remain unmeasured. Rev H reserves an 80 mm stack only as a placement assumption and uses an undrilled output-interface blank, without assumed adjustment slots."
H_TOOL_ADAPTER_TRANSFER_BLANK,1,6061-T6 aluminum12.7,6061-T6 aluminum12.7,,12.7,"[0.0, 0.0, 0.0, 110.0, 110.0, 12.7]",True,INTERFACE HOLD - INDIVIDUAL EXPORT GUARDED,"Rev H transfer-drill blank: obsolete assumed output slots removed. No output attachment fasteners are invented. | Record output height and all four fixing-hole coordinates, thread/pitch, usable depth and access before machining this guarded plate. | Custom tool-side four M6 clearance holes and rear counterbores are defined; Z output attachment is not released. | The present 80 mm output stack is a placement assumption, not a supplier measurement."
SPINDLE_B0BF5R3LNC,1,1.5 kW110V ER11 air-cooled spindle,1.5 kW110V ER11 air-cooled spindle,,,"[-32.5, -32.5, 0.0, 32.5, 32.5, 259.0]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,"Exact selected diameter65, overall259, mass2.7 kg. Router tip/body reference here is a clearance assumption pending collet/tool drawing. | Custom split clamp is defined independently of the supplied kit clamp. Only Z-output adapter remains guarded. Remove entire tool before bed swap."
STD_M6x60_SOCKET,2,"M6 class 8.8 socket screw, nominal threads","M6 class 8.8 socket screw, nominal threads",,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 66.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
SPINDLE_SPLIT_CLAMP_REAR,1,6061-T6 aluminum billet,6061-T6 aluminum billet,,,"[0.0, -0.0, 0.0, 110.0, 45.25, 40.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Width110, height40, assembled depth90.5; split gap0.50. BoreØ65.00/+0.03 with the split shim installed and both pinch bolts snug. | Rear:four blindM6×1 holes atX±45, Ø5 pilot17 deep, tap15 deep; mount screwsM6×20 engage13.3 through6.7 mm adapter web. | Pinch screws2×M6×60 atX±47. Rear split face:Ø5 pilot17 deep,tapM6×1 depth15. Front halfØ6.6 through; nominal engagement14.75. | Deburr bore edges0.3 maximum. Initial pinch torque3 N·m, verify spindle housing is retained without local deformation. Remove tool before bed swap."
SPINDLE_SPLIT_CLAMP_FRONT,1,6061-T6 aluminum billet,6061-T6 aluminum billet,,,"[0.0, 0.0, 0.0, 110.0, 44.75, 40.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Width110, height40, assembled depth90.5; split gap0.50. BoreØ65.00/+0.03 with the split shim installed and both pinch bolts snug. | Rear:four blindM6×1 holes atX±45, Ø5 pilot17 deep, tap15 deep; mount screwsM6×20 engage13.3 through6.7 mm adapter web. | Pinch screws2×M6×60 atX±47. Rear split face:Ø5 pilot17 deep,tapM6×1 depth15. Front halfØ6.6 through; nominal engagement14.75. | Deburr bore edges0.3 maximum. Initial pinch torque3 N·m, verify spindle housing is retained without local deformation. Remove tool before bed swap."
STD_M3x14_SOCKET,6,"M3 class 8.8 socket screw, nominal threads","M3 class 8.8 socket screw, nominal threads",,,"[-2.75, -2.75, 0.0, 2.75, 2.75, 17.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
Y_STOP_L_FRONT_BRACKET,1,"Welded A36 steel6.35 base/post,3 switch upright","Welded A36 steel6.35 base/post,3 switch upright",,,"[0.0, 0.0, 0.0, 43.3, 71.0, 56.35]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Mechanical contact atY carriage268/1282;2 mm software margin to electrical trip273/1277,then5 mm to buffer. | Weld steel bracket continuously3 mm fillets along base/post. Switch holesØ2.5 pilot,tapM3×0.5 through3. Buffer holesØ3.3 pilot,tapM4×0.7 through6.35. | Low-speed commissioning crash buffer only. At600 mm/min and20 mm/s² stopping distance2.5 mm before latency; higher feeds need measured stop-distance verification."
Y_STOP_L_FRONT_BUFFER,1,EPDM70A rubber8 mm,EPDM70A rubber8 mm,,,"[0.0, 0.0, 0.0, 15.8, 8.0, 30.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Mechanical contact atY carriage268/1282;2 mm software margin to electrical trip273/1277,then5 mm to buffer. | Weld steel bracket continuously3 mm fillets along base/post. Switch holesØ2.5 pilot,tapM3×0.5 through3. Buffer holesØ3.3 pilot,tapM4×0.7 through6.35. | Low-speed commissioning crash buffer only. At600 mm/min and20 mm/s² stopping distance2.5 mm before latency; higher feeds need measured stop-distance verification."
STD_M6x25_SOCKET,8,"M6 class 8.8 socket screw, nominal threads","M6 class 8.8 socket screw, nominal threads",,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 31.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
STD_M6_NUT,8,M6 class8 steel nut,M6 class8 steel nut,,,"[-5.7735, -5.0, 0.0, 5.7735, 5.0, 5.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
OMRON_D2VW-01L2-1M,3,Omron sealed gold-contact roller microswitch,Omron sealed gold-contact roller microswitch,,,"[0.0, 0.0, 0.0, 33.0, 10.3, 15.9]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,"D2VW-01L2-1M,SPDT with300 mm molded lead. Body33×10.3×15.9; mounting holes22.2×10.3 diagonal,Ø3.1. | Use COM black and NC red; insulate unused NO blue.24 V isolated input at5 mA; do not connect24 V to Kraken pins. | M3 mounting torque0.39–0.59 N·m. Roller operating position20.7±1.2 above bodybase; PT4 max,OT1.6 min. Cam continues on flat land."
INCLUDED_D2VW_ROLLER,3,"Included roller envelope, not a separate purchase","Included roller envelope, not a separate purchase",,,"[-0.0, -0.0, 0.0, 4.8, 4.8, 4.8]",True,PURCHASED CLEARANCE ENVELOPE - NOT MATERIAL MASS,Roller body only; small moving lever is omitted. Position follows the modeled cam without penetrating it.
Y_STOP_L_REAR_BRACKET,1,"Welded A36 steel6.35 base/post,3 switch upright","Welded A36 steel6.35 base/post,3 switch upright",,,"[0.0, 0.0, 0.0, 43.3, 50.0, 56.35]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Mechanical contact atY carriage268/1282;2 mm software margin to electrical trip273/1277,then5 mm to buffer. | Weld steel bracket continuously3 mm fillets along base/post. Switch holesØ2.5 pilot,tapM3×0.5 through3. Buffer holesØ3.3 pilot,tapM4×0.7 through6.35. | Low-speed commissioning crash buffer only. At600 mm/min and20 mm/s² stopping distance2.5 mm before latency; higher feeds need measured stop-distance verification."
Y_STOP_L_REAR_BUFFER,1,EPDM70A rubber8 mm,EPDM70A rubber8 mm,,,"[0.0, 0.0, 0.0, 15.8, 8.0, 30.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Mechanical contact atY carriage268/1282;2 mm software margin to electrical trip273/1277,then5 mm to buffer. | Weld steel bracket continuously3 mm fillets along base/post. Switch holesØ2.5 pilot,tapM3×0.5 through3. Buffer holesØ3.3 pilot,tapM4×0.7 through6.35. | Low-speed commissioning crash buffer only. At600 mm/min and20 mm/s² stopping distance2.5 mm before latency; higher feeds need measured stop-distance verification."
Y_CAM_L_FRONT,1,Machined A36 steel cam and3 mm attachment web,Machined A36 steel cam and3 mm attachment web,,,"[0.0, 0.0, 0.0, 26.8, 30.0, 28.3]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"10 mm ramp reduces underside from1127 to1120.7, followed by20 mm flat land. Cam is a switch actuator, not a hard stop. | TwoM4×10 screws into8 mm-deep threads; adjust switch trip with bracket before final pinning."
Y_STOP_R_FRONT_BRACKET,1,"Welded A36 steel6.35 base/post,3 switch upright","Welded A36 steel6.35 base/post,3 switch upright",,,"[-0.0, 0.0, 0.0, 43.3, 71.0, 56.35]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Mechanical contact atY carriage268/1282;2 mm software margin to electrical trip273/1277,then5 mm to buffer. | Weld steel bracket continuously3 mm fillets along base/post. Switch holesØ2.5 pilot,tapM3×0.5 through3. Buffer holesØ3.3 pilot,tapM4×0.7 through6.35. | Low-speed commissioning crash buffer only. At600 mm/min and20 mm/s² stopping distance2.5 mm before latency; higher feeds need measured stop-distance verification."
Y_STOP_R_FRONT_BUFFER,1,EPDM70A rubber8 mm,EPDM70A rubber8 mm,,,"[-0.0, 0.0, 0.0, 15.8, 8.0, 30.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Mechanical contact atY carriage268/1282;2 mm software margin to electrical trip273/1277,then5 mm to buffer. | Weld steel bracket continuously3 mm fillets along base/post. Switch holesØ2.5 pilot,tapM3×0.5 through3. Buffer holesØ3.3 pilot,tapM4×0.7 through6.35. | Low-speed commissioning crash buffer only. At600 mm/min and20 mm/s² stopping distance2.5 mm before latency; higher feeds need measured stop-distance verification."
Y_STOP_R_REAR_BRACKET,1,"Welded A36 steel6.35 base/post,3 switch upright","Welded A36 steel6.35 base/post,3 switch upright",,,"[-0.0, 0.0, 0.0, 43.3, 50.0, 56.35]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Mechanical contact atY carriage268/1282;2 mm software margin to electrical trip273/1277,then5 mm to buffer. | Weld steel bracket continuously3 mm fillets along base/post. Switch holesØ2.5 pilot,tapM3×0.5 through3. Buffer holesØ3.3 pilot,tapM4×0.7 through6.35. | Low-speed commissioning crash buffer only. At600 mm/min and20 mm/s² stopping distance2.5 mm before latency; higher feeds need measured stop-distance verification."
Y_STOP_R_REAR_BUFFER,1,EPDM70A rubber8 mm,EPDM70A rubber8 mm,,,"[-0.0, 0.0, 0.0, 15.8, 8.0, 30.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Mechanical contact atY carriage268/1282;2 mm software margin to electrical trip273/1277,then5 mm to buffer. | Weld steel bracket continuously3 mm fillets along base/post. Switch holesØ2.5 pilot,tapM3×0.5 through3. Buffer holesØ3.3 pilot,tapM4×0.7 through6.35. | Low-speed commissioning crash buffer only. At600 mm/min and20 mm/s² stopping distance2.5 mm before latency; higher feeds need measured stop-distance verification."
Y_CAM_R_FRONT,1,Machined A36 steel cam and3 mm attachment web,Machined A36 steel cam and3 mm attachment web,,,"[-0.0, 0.0, 0.0, 26.8, 30.0, 28.3]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"10 mm ramp reduces underside from1127 to1120.7, followed by20 mm flat land. Cam is a switch actuator, not a hard stop. | TwoM4×10 screws into8 mm-deep threads; adjust switch trip with bracket before final pinning."
STD_M6x55_SOCKET,4,"M6 class 8.8 socket screw, nominal threads","M6 class 8.8 socket screw, nominal threads",,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 61.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
X_STOP_LEFT_BODY,1,Machined A36 steel stop block; left switch bracket welded3 mm fillets,Machined A36 steel stop block; left switch bracket welded3 mm fillets,,,"[0.0, 0.0, 0.0, 47.0, 52.4, 49.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Hard contact atheadX168/982. Normal soft travel175..975; home trip173 adjusted atlow speed. | Block20×45×26,2×Ø6.6 through45. Buffer screw threads:M4×0.7 depth10,Ø3.3 pilot11 frominner side. | Left switch bracket holes:Ø2.5 pilot,TAP M3×0.5 through3;switch screw torque0.39–0.59 N·m."
X_STOP_LEFT_BUFFER,1,EPDM70A rubber8,EPDM70A rubber8,,,"[0.0, 0.0, 0.0, 8.0, 14.0, 20.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Hard contact atheadX168/982. Normal soft travel175..975; home trip173 adjusted atlow speed. | Block20×45×26,2×Ø6.6 through45. Buffer screw threads:M4×0.7 depth10,Ø3.3 pilot11 frominner side. | Left switch bracket holes:Ø2.5 pilot,TAP M3×0.5 through3;switch screw torque0.39–0.59 N·m."
X_STOP_RIGHT_BODY,1,Machined A36 steel stop block; left switch bracket welded3 mm fillets,Machined A36 steel stop block; left switch bracket welded3 mm fillets,,,"[0.0, 0.0, 0.0, 20.0, 45.0, 26.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Hard contact atheadX168/982. Normal soft travel175..975; home trip173 adjusted atlow speed. | Block20×45×26,2×Ø6.6 through45. Buffer screw threads:M4×0.7 depth10,Ø3.3 pilot11 frominner side. | Left switch bracket holes:Ø2.5 pilot,TAP M3×0.5 through3;switch screw torque0.39–0.59 N·m."
X_STOP_RIGHT_BUFFER,1,EPDM70A rubber8,EPDM70A rubber8,,,"[0.0, 0.0, 0.0, 8.0, 14.0, 20.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Hard contact atheadX168/982. Normal soft travel175..975; home trip173 adjusted atlow speed. | Block20×45×26,2×Ø6.6 through45. Buffer screw threads:M4×0.7 depth10,Ø3.3 pilot11 frominner side. | Left switch bracket holes:Ø2.5 pilot,TAP M3×0.5 through3;switch screw torque0.39–0.59 N·m."
ISO7380_M4x8_BUTTON,2,M4×8 button-head screw7.6×2.2,M4×8 button-head screw7.6×2.2,,,"[-3.8, -3.8, 0.0, 3.8, 3.8, 10.2]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,Cam web counterboreØ8×2.2 deep leaves0.8 mm;7.2 mm thread engagement. Cam carries only microswitch operating force.
X_HOME_CAM,1,A36 steel machined cam,A36 steel machined cam,,,"[0.0, 0.0, 0.0, 30.0, 20.0, 28.3]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"30×20 ramp cam,10 mm ramp followed by20 mm land. TwoØ4.5 attachment holes."
